membership,Balance,Qual_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll
1,109312.80000000002,0,46942,35,7266,17,6340
1,37381,0,6091,16,0,0,6332
2,173543,0,48529.60000000001,25,0,0,6329
1,31211,0,280,4,100,1,6330
1,47780,0,48529.60000000001,20,250,2,6329
1,79479,0,23167,13,0,0,6118
1,81960,0,37072,22,700,7,6326
1,20162,0,2750,15,0,0,6324
1,105683,0,28386,17,0,0,6361
1,109312.80000000002,0,30406,28,150,2,6319
1,109312.80000000002,0,27390,17,750,1,6323
1,17334,0,6783,27,50,1,6318
1,57909,0,5150,4,0,0,6323
1,17949,0,0,0,0,0,6312
1,109312.80000000002,0,31624,28,2098,5,6311
1,71543,0,0,0,0,0,6305
1,111897,0,14728,14,0,0,6310
1,61598,0,0,0,0,0,6311
2,109312.80000000002,0,44472,18,0,0,6308
1,109312.80000000002,0,48529.60000000001,43,5676,27,6305
1,32774,0,0,0,0,0,6304
2,109312.80000000002,0,48529.60000000001,18,500,1,6296
2,137843,0,45416,24,250,1,6302
1,30530,0,5590,12,2950,9,6298
1,30973,0,0,0,0,0,6298
1,109312.80000000002,0,7134,14,3134,12,6297
1,16803,0,1287,6,0,0,6291
1,23553,0,1587,4,487,2,6295
1,48161,0,41174,24,0,0,6294
1,21616,0,0,0,0,0,6291
1,13114,0,14029,13,0,0,6289
2,117120,0,41278,17,500,1,6288
1,52987,0,17510,15,0,0,6289
1,150176,0,29999,17,400,1,6284
1,19002,0,22675,21,0,0,6277
1,60976,0,48529.60000000001,31,7000,14,6282
1,50675,0,1100,2,100,1,6282
1,65466,0,5488,13,0,0,6280
1,64280,0,21721,18,0,0,6280
1,14523,0,4197,4,0,0,6276
1,109312.80000000002,0,20468,16,0,0,6280
1,9157,0,75,2,0,0,6274
2,151904,0,48529.60000000001,25,950,8,6273
1,13781,0,48914,19,500,1,6269
1,40567,0,18122,16,0,0,6268
1,43090,0,11411,10,0,0,6259
1,1875,0,1250,3,0,0,6266
2,126555,0,41253,19,0,0,6280
1,16472,0,45517,12,0,0,6262
1,21270,0,318,10,0,0,6256
1,33410,0,818,12,0,0,6255
1,15750,0,1065,3,0,0,6254
1,104665,0,9547,12,0,0,6249
1,86285,0,48529.60000000001,14,0,0,6249
1,41967,0,2125,10,0,0,6247
1,35026,0,9799,27,500,1,6247
2,138411,0,53843,14,0,0,6247
1,127693,0,17383,15,0,0,6246
1,52050,0,43190,14,0,0,6245
1,37162,0,0,0,0,0,6241
1,109312.80000000002,0,22750,15,1250,10,6234
1,66572,0,8048,14,450,2,6240
1,109312.80000000002,0,42020,15,0,0,6240
1,79561,0,6333,12,400,2,6231
1,131528,0,10365,17,500,1,6227
1,11820,0,2045,5,0,0,6227
1,20810,0,1713,13,0,0,6225
2,189423,0,48529.60000000001,31,600,1,6476
1,96477,0,2987,13,0,0,6221
1,106471,0,8444,5,100,1,6220
1,33374,0,20441,13,0,0,6214
2,109312.80000000002,0,48914,16,0,0,6217
1,26740,0,619,7,0,0,6213
1,109312.80000000002,0,39166,14,0,0,6214
1,76737,0,34648,31,0,0,6211
1,20999,0,15914,13,0,0,6206
1,43179,0,11915,6,0,0,6214
1,119214,0,10028,16,0,0,6205
1,14988,0,2100,10,0,0,6203
1,21334,0,5472,20,0,0,6200
2,104307,0,51769,24,450,1,6197
1,34357,0,48529.60000000001,25,100,1,6198
1,109312.80000000002,0,31266,26,1550,4,6340
1,14662,0,1110,12,0,0,6197
1,13144,0,18615,18,0,0,6196
1,10978,0,14313,11,0,0,6193
2,150698,0,43589,20,1200,4,6193
1,18035,0,811,2,0,0,6193
1,194604,0,6606,10,0,0,6190
1,117852,0,11406,21,3850,13,6186
1,32356,0,22918,19,0,0,6571
1,44247,0,40939,26,0,0,6184
1,23431,0,3546,10,0,0,6182
1,37773,0,8436,15,0,0,6179
1,109312.80000000002,0,2750,4,750,2,6179
1,63587,0,500,1,500,1,6184
1,15088,0,5625,15,0,0,6177
2,152539,0,48529.60000000001,14,0,0,6187
2,109312.80000000002,0,48529.60000000001,23,1258,4,6171
1,15064,0,2910,9,0,0,6171
1,19032,0,2375,12,0,0,6169
1,66434,0,13041,13,0,0,6230
1,146097,0,6919,16,0,0,6165
1,8207,0,1750,7,0,0,6184
1,109312.80000000002,0,22148,15,0,0,6161
1,147472,0,20645,16,0,0,6163
1,103993,0,14149,13,100,1,6158
1,34651,0,4000,6,500,1,6157
2,102339,0,47498,19,0,0,6156
2,149167,0,48521,13,0,0,6155
1,105249,0,36093,15,0,0,6153
1,55610,0,5095,13,0,0,6151
1,70391,0,6000,4,0,0,6150
1,74645,0,40367,18,0,0,6147
1,26939,0,29264,15,0,0,6148
2,109312.80000000002,0,48529.60000000001,31,0,0,6144
1,7421,0,0,0,0,0,6142
1,74924,0,48529.60000000001,13,0,0,6141
1,17599,0,100,1,0,0,6029
1,5594,0,370,1,0,0,5835
1,66122,0,11756,13,0,0,5630
1,12024,0,0,0,0,0,5119
1,42044,0,11433,10,0,0,6140
1,83105,0,48529.60000000001,28,753,3,6137
1,152063,0,34257,19,1100,3,6159
1,59546,0,20730,4,0,0,6135
1,1258,0,475,4,0,0,6134
1,75181,0,2455,7,1100,3,6133
1,68255,0,19077,22,400,2,6130
2,58229,0,53108,16,500,1,6137
1,97349,0,42774,14,0,0,6128
2,131424,0,48529.60000000001,14,50,1,6128
1,24011,0,20442,9,0,0,6123
1,64538,0,0,0,0,0,6123
1,3832,0,1000,1,0,0,6120
1,3268,0,52263,32,0,0,6120
1,36790,0,7158,14,0,0,6133
1,109312.80000000002,0,5950,11,1850,8,6116
1,179382,0,4225,7,0,0,6115
1,109312.80000000002,0,8500,4,0,0,6114
2,109312.80000000002,0,48529.60000000001,14,0,0,6112
1,54265,0,0,0,0,0,6109
1,69959,0,16504,13,0,0,6108
1,86380,0,13500,3,0,0,6102
1,48321,0,0,0,0,0,6102
1,78130,0,37251,15,900,2,6120
1,25333,0,11229,16,300,2,6099
1,54522,0,21221,45,2500,5,6125
1,75413,0,31726,18,0,0,6094
2,109312.80000000002,0,48529.60000000001,15,1000,2,6095
1,114932,0,3150,13,1650,12,6092
1,18932,0,24660,22,0,0,6091
1,35997,0,48529.60000000001,19,900,5,6088
1,136664,0,36024,15,0,0,6086
1,173191,0,31503,13,0,0,6084
1,16528,0,250,2,0,0,6081
1,119932,0,22463,26,5177,11,6077
1,144171,0,33200,15,0,0,6073
1,77109,0,48529.60000000001,7,0,0,6071
1,144973,0,23703,14,0,0,6280
1,75027,0,1390,3,500,1,6067
1,96387,0,43512,20,0,0,6065
1,34854,0,750,5,650,4,6063
1,44307,0,7944,8,0,0,6060
1,73836,0,48529.60000000001,19,0,0,6087
1,20126,0,0,0,0,0,6053
1,56268,0,33447,14,100,1,6017
1,25629,0,48529.60000000001,36,600,2,5966
1,70774,0,32635,31,1400,14,5931
1,6371,0,1404,8,0,0,5905
1,95595,0,12060,14,0,0,5877
1,51843,0,40997,17,0,0,5859
1,84868,0,33187,15,0,0,6057
1,79629,0,2550,2,50,1,6091
1,58620,0,2125,10,0,0,6051
1,70380,0,48529.60000000001,12,0,0,6050
1,93473,0,20257,15,0,0,6049
1,131621,0,27846,31,6047,11,6045
1,195563,0,16715,13,0,0,6042
1,21138,0,4500,2,0,0,6031
1,93319,0,270,3,100,1,6043
1,56606,0,48529.60000000001,14,100,1,6039
1,38763,0,34652,13,0,0,6037
1,16430,0,8528,12,0,0,6036
1,61440,0,8156,25,0,0,6032
1,109312.80000000002,0,5132,16,2450,11,6030
1,109312.80000000002,0,9000,5,500,1,6028
1,76702,0,21568,17,0,0,6025
1,19348,0,17059,19,0,0,6022
1,31669,0,8384,15,0,0,6018
1,40902,0,4850,7,1350,5,6018
1,16906,0,2750,15,0,0,6017
1,65508,0,14000,7,2500,5,6015
1,10152,0,0,0,0,0,6010
1,21461,0,40806,28,0,0,6011
1,28979,0,6494,12,0,0,6010
1,24711,0,3193,11,500,1,6009
2,109312.80000000002,0,48529.60000000001,18,500,1,6004
1,109312.80000000002,0,21078,15,200,1,6007
1,37832,0,0,0,0,0,6004
1,135168,0,29156,16,300,2,6002
2,134650,0,40232,17,2055,2,6000
1,20665,0,19947,16,0,0,5997
1,5546,0,2631,6,0,0,5995
1,91736,0,26724,14,0,0,5994
1,109312.80000000002,0,0,0,0,0,5993
1,94167,0,6500,4,500,1,5990
1,132256,0,15040,24,899,3,5988
2,149959,0,48529.60000000001,51,1400,4,5986
1,104338,0,2500,1,0,0,5982
1,38312,0,37419,14,0,0,5980
1,1860,0,65,2,0,0,5976
1,54337,0,2131,9,230,1,5976
1,109312.80000000002,0,11650,6,1150,3,5975
1,26204,0,4030,6,2930,4,5989
1,27876,0,0,0,0,0,5972
1,115533,0,8867,15,0,0,5968
2,129412,0,48529.60000000001,21,0,0,5982
1,172110,0,21382,23,950,3,5944
1,143378,0,3000,4,1500,3,5905
1,120476,0,9406,14,0,0,5870
1,15835,0,48529.60000000001,16,0,0,5825
2,109312.80000000002,0,48529.60000000001,35,500,1,5789
1,32141,0,3500,14,0,0,5768
1,967,0,980,2,0,0,5716
1,20281,0,0,0,0,0,5567
2,111072,0,50533,19,350,1,5541
1,2111,0,100,1,0,0,5962
2,109312.80000000002,0,44591,23,250,1,5961
1,4600,0,140,1,0,0,5959
1,23390,0,1650,3,150,1,5958
1,109312.80000000002,0,9022,24,4900,19,5953
1,40189,0,0,0,0,0,5952
1,21747,0,0,0,0,0,5638
2,109312.80000000002,0,48529.60000000001,23,2993,6,5523
1,109312.80000000002,0,5000,1,0,0,5583
1,54148,0,40233,14,350,1,5949
1,25512,0,0,0,0,0,5393
1,28519,0,2125,2,0,0,5405
2,109312.80000000002,0,48529.60000000001,21,150,2,5951
1,163964,0,11385,11,0,0,5948
1,49736,0,3200,4,700,3,6038
1,10084,0,500,1,500,1,5946
1,22988,0,9347,14,1200,4,5944
1,17739,0,437,4,0,0,5941
1,152426,0,6000,6,2000,4,5939
1,34428,0,2625,10,0,0,5938
2,124030,0,48529.60000000001,16,0,0,5934
1,17336,0,2375,12,0,0,5934
2,109312.80000000002,0,48529.60000000001,18,650,2,5931
1,29125,0,10930,14,0,0,5945
1,83848,0,28202,14,0,0,5927
2,133264,0,48529.60000000001,21,0,0,5926
1,124869,0,30116,16,0,0,5924
1,39233,0,27545,13,0,0,5920
1,13050,0,13617,16,0,0,5920
1,90855,0,23992,13,0,0,5919
1,44824,0,21107,19,2000,4,5916
1,3663,0,894,10,0,0,5916
1,44293,0,21920,21,100,1,5913
1,31319,0,7552,5,0,0,5912
1,40757,0,14002,11,0,0,5912
1,130356,0,150,1,150,1,5910
1,125077,0,21881,14,0,0,5905
2,109312.80000000002,0,48529.60000000001,21,500,1,5906
1,38150,0,16688,15,0,0,5854
1,20342,0,3291,9,0,0,5829
1,45781,0,6498,13,0,0,5801
1,144525,0,2833,4,0,0,5785
1,37571,0,7197,15,0,0,5762
1,112013,0,24943,14,0,0,5734
2,30638,0,48963,16,0,0,5696
1,55997,0,48529.60000000001,23,0,0,5899
1,11447,0,1945,13,0,0,5902
1,17778,0,0,0,0,0,5897
1,13375,0,15732,43,9200,28,5916
1,118572,0,21426,19,0,0,5892
1,13720,0,0,0,0,0,5884
1,11030,0,0,0,0,0,5884
1,8651,0,41586,22,950,5,5882
2,109312.80000000002,0,53521,16,0,0,5878
1,26367,0,19649,15,0,0,5874
1,120945,0,4300,4,300,2,5871
1,2843,0,44130,35,7450,20,5869
1,11782,0,0,0,0,0,5864
1,89480,0,2946,4,1946,3,5902
1,20702,0,30451,24,1100,5,5856
1,15108,0,2850,16,0,0,5876
1,24917,0,16239,13,150,1,5857
2,132910,0,48529.60000000001,46,250,1,5856
1,61227,0,6957,10,0,0,5647
1,2117,0,769,7,0,0,5609
1,38964,0,35166,26,3200,8,5553
1,20498,0,7826,20,7226,18,5491
2,131554,0,48529.60000000001,15,0,0,5428
1,55661,0,15107,13,0,0,5387
1,84949,0,41854,15,0,0,5336
1,139897,0,21065,28,50,1,5329
1,155587,0,6893,9,0,0,5279
1,24310,0,2815,6,0,0,5266
1,106115,0,16197,21,500,1,5219
2,109312.80000000002,0,48529.60000000001,15,850,2,5849
1,70671,0,0,0,0,0,5850
1,31593,0,3128,12,0,0,5846
1,101397,0,19173,12,0,0,5847
1,133052,0,17424,15,0,0,5843
1,37252,0,15774,19,0,0,5842
1,15241,0,0,0,0,0,5840
1,21101,0,7171,32,0,0,5839
1,80612,0,32334,20,0,0,5839
1,45542,0,48529.60000000001,14,0,0,5835
1,5274,0,2074,11,0,0,5834
1,101089,0,23503,17,0,0,5834
1,7560,0,0,0,0,0,5833
2,109312.80000000002,0,48529.60000000001,16,0,0,5832
2,192046,0,54818,52,1200,3,5829
2,109312.80000000002,0,50120,12,0,0,5826
2,141491,0,48529.60000000001,6,0,0,5827
1,89527,0,22206,14,0,0,5821
1,109312.80000000002,0,0,0,0,0,5822
1,49430,0,31471,16,0,0,5822
1,114070,0,16293,24,250,1,5818
1,124004,0,9982,12,0,0,5815
1,10497,0,0,0,0,0,5815
1,8327,0,2900,4,150,1,5814
1,25463,0,7973,14,0,0,5813
1,85036,0,43825,21,0,0,5807
1,11449,0,24415,11,0,0,5864
1,54392,0,0,0,0,0,5807
1,52577,0,441,12,0,0,5804
1,80174,0,500,1,0,0,5804
1,96827,0,12100,19,8100,17,5801
1,9489,0,5359,14,0,0,5807
1,57587,0,2620,6,0,0,5799
1,131306,0,32115,15,0,0,5797
1,39985,0,15103,21,0,0,5794
1,71627,0,3225,9,600,2,5793
1,161396,0,26695,11,1000,2,5792
1,81300,0,3750,5,250,3,5791
1,66015,0,26706,30,2676,7,5790
1,7800,0,200,1,0,0,5787
1,27348,0,3084,4,0,0,5824
1,153554,0,11786,6,1750,4,5784
1,42990,0,5345,3,0,0,5804
1,16664,0,0,0,0,0,5778
1,37618,0,17385,7,0,0,5818
1,53384,0,16907,12,0,0,5778
1,43326,0,1100,7,1100,7,5776
1,113683,0,11821,12,0,0,5773
1,77930,0,37541,35,3600,18,5773
1,27625,0,27799,16,500,1,5772
1,33835,0,2280,7,1000,2,5771
1,170049,0,10232,16,750,2,5770
2,154664,0,48529.60000000001,33,0,0,5769
1,36935,0,34448,17,0,0,5766
1,67904,0,81,1,0,0,5764
1,57434,0,11140,16,0,0,5770
1,11031,0,1600,5,0,0,5762
1,78268,0,6172,13,500,1,5758
2,98213,0,48529.60000000001,29,0,0,5755
1,9430,0,11323,13,0,0,5756
1,5195,0,33050,3,50,1,5755
1,9793,0,3100,2,0,0,5755
1,34690,0,18124,14,0,0,5752
2,138368,0,48529.60000000001,13,0,0,5755
1,63547,0,31745,14,0,0,5748
2,109312.80000000002,0,51202,20,0,0,5745
1,14106,0,475,4,0,0,5749
1,44026,0,12282,18,634,1,5738
1,62183,0,38635,18,0,0,5738
2,165534,0,48529.60000000001,18,1000,2,5736
1,45358,0,14507,9,0,0,5735
2,72325,0,56792,16,0,0,5731
2,190285,0,48529.60000000001,16,348,1,5728
1,109312.80000000002,0,16106,15,0,0,5728
2,109312.80000000002,0,48529.60000000001,27,650,3,5724
1,161546,0,8042,6,600,2,5722
1,38884,0,2850,13,500,1,5729
1,42040,0,14189,17,4034,13,5717
1,96988,0,7761,14,0,0,5715
1,24394,0,3250,3,250,1,5713
2,109312.80000000002,0,48529.60000000001,29,3600,9,5710
1,39313,0,24091,16,0,0,5706
1,468,0,26650,14,550,3,5708
1,146014,0,26366,17,700,3,5822
1,42999,0,33801,12,350,1,5653
1,37163,0,19318,14,0,0,4988
1,6158,0,27754,14,0,0,5546
1,108904,0,19931,17,0,0,5255
1,25168,0,500,1,500,1,5547
1,68454,0,13667,12,0,0,5559
1,70877,0,8956,15,0,0,5696
1,1057,0,433,5,0,0,5622
2,35342,0,48529.60000000001,12,0,0,5534
1,16992,0,0,0,0,0,5582
1,2558,0,6264,10,0,0,5581
1,196093,0,14000,3,0,0,5595
1,109312.80000000002,0,10000,1,0,0,5472
1,88500,0,2500,2,0,0,5090
1,8719,0,2000,9,0,0,5671
1,36936,0,2875,16,0,0,5492
1,109312.80000000002,0,6027,12,0,0,5587
2,109312.80000000002,0,48708,17,0,0,5657
1,75428,0,7539,14,0,0,5609
1,34383,0,22956,12,0,0,5611
1,82120,0,8000,3,0,0,5619
1,34546,0,1500,2,0,0,5612
1,92641,0,5265,6,0,0,5568
1,95100,0,1250,3,1250,3,5671
1,19960,0,0,0,0,0,4896
1,47150,0,39561,18,0,0,5577
1,1650,0,1250,3,250,1,5554
1,100992,0,8144,16,409,2,5422
1,68610,0,6115,12,0,0,5349
1,75684,0,27320,9,0,0,5316
1,42438,0,519,10,0,0,5349
1,17645,0,48529.60000000001,20,0,0,5660
1,24545,0,0,0,0,0,5671
1,84633,0,10771,10,0,0,5479
2,103891,0,48529.60000000001,21,1150,3,5699
1,39847,0,48529.60000000001,38,150,1,5694
1,47938,0,12656,13,0,0,5708
1,88929,0,44932,20,650,2,5694
2,129866,0,48529.60000000001,30,0,0,5692
1,22585,0,3430,3,0,0,5689
1,47394,0,31347,19,2150,5,5688
1,73640,0,10192,14,0,0,5156
2,109312.80000000002,0,51296,20,500,1,5087
2,109312.80000000002,0,48529.60000000001,27,0,0,5028
1,117543,0,32355,21,600,2,4954
2,102803,0,48529.60000000001,20,0,0,5701
1,89945,0,14218,16,350,1,5680
1,109312.80000000002,0,24215,8,322,1,5678
1,69337,0,17740,13,0,0,5667
1,140866,0,15906,17,0,0,5672
1,25634,0,0,0,0,0,5663
1,82078,0,40279,9,0,0,5664
1,33327,0,1000,1,0,0,5664
1,95783,0,14506,13,0,0,5659
1,27591,0,8209,34,1800,16,5659
2,82114,0,48529.60000000001,15,0,0,5658
1,15917,0,48529.60000000001,25,200,2,5653
1,140511,0,32105,16,0,0,5651
1,109312.80000000002,0,18202,30,1100,3,5652
1,28223,0,8625,12,0,0,5651
1,33129,0,30775,14,500,1,5647
1,1625,0,1375,4,0,0,1547
1,52819,0,37535,15,1000,2,5645
1,3507,0,14500,7,0,0,5643
1,14769,0,500,1,0,0,5639
1,37215,0,8199,8,0,0,5637
2,115655,0,48529.60000000001,21,500,1,5631
1,179251,0,14775,16,200,2,5629
1,24418,0,12533,13,0,0,5626
1,34562,0,1770,9,250,3,5622
2,144570,0,49052,15,0,0,5617
1,24813,0,4066,10,0,0,5225
2,48803,0,48529.60000000001,14,0,0,5107
1,22116,0,20809,14,0,0,5463
1,8516,0,0,0,0,0,5566
1,36079,0,22506,22,150,1,5323
1,16872,0,28964,7,0,0,5479
1,62895,0,8500,4,0,0,5520
1,7383,0,7225,11,2750,7,5238
1,2261,0,15062,2,0,0,5556
1,66950,0,17303,20,2000,8,5464
1,84856,0,6894,13,0,0,5547
1,71128,0,17950,17,4450,11,5162
1,39654,0,1625,6,0,0,5518
1,25214,0,1000,1,0,0,5598
1,48775,0,17494,15,0,0,5588
2,81952,0,48529.60000000001,22,0,0,5427
1,46535,0,25891,14,150,1,5399
1,23130,0,5032,10,0,0,5500
1,100443,0,12744,21,0,0,5492
2,139664,0,48529.60000000001,14,0,0,5505
1,31769,0,0,0,0,0,5464
1,60170,0,17235,14,0,0,5351
1,33373,0,0,0,0,0,5427
1,59385,0,22914,11,0,0,5476
2,109312.80000000002,0,48529.60000000001,39,0,0,5517
1,23379,0,11712,25,0,0,5499
1,22372,0,14766,12,0,0,4950
1,23120,0,4231,7,0,0,5615
1,46157,0,1625,3,500,1,5609
1,94896,0,38127,15,500,1,5602
1,12091,0,29271,15,0,0,5609
1,56451,0,9302,11,0,0,5597
1,106309,0,21873,22,1200,4,5594
1,121853,0,18120,18,2000,4,5589
1,4137,0,15891,19,0,0,5588
1,21676,0,15392,15,100,1,5584
1,36644,0,14506,13,0,0,5583
1,77102,0,13175,20,1850,6,5581
1,32214,0,12717,10,0,0,5576
1,42351,0,28959,14,0,0,5594
1,34450,0,26996,7,0,0,5566
1,4151,0,375,3,0,0,5570
2,60646,0,57011,18,50,1,5559
1,44331,0,2850,3,350,1,5555
1,76742,0,17910,13,0,0,5547
1,27993,0,6000,3,0,0,5542
1,67770,0,23960,15,0,0,5539
1,30554,0,38243,25,0,0,5324
1,123646,0,12450,30,2450,29,5069
1,109312.80000000002,0,18372,15,1450,4,5373
1,6584,0,0,0,0,0,5118
1,17489,0,5565,4,0,0,5380
1,28941,0,2935,6,0,0,4692
1,19085,0,827,11,0,0,5244
1,56480,0,35841,31,500,1,5401
1,8320,0,0,0,0,0,5164
1,13640,0,1500,5,0,0,4923
1,14739,0,1800,4,800,3,5332
1,30594,0,3250,12,0,0,5017
1,11162,0,0,0,0,0,4950
1,15964,0,0,0,0,0,5325
1,5583,0,3147,14,0,0,5365
1,38822,0,2000,9,0,0,5304
1,2305,0,0,0,0,0,5105
1,39372,0,4296,10,0,0,5190
1,25125,0,1875,8,0,0,5147
1,10288,0,1250,3,0,0,5532
1,135149,0,15300,19,3800,17,5267
1,4916,0,900,3,800,2,5107
2,163976,0,39098,18,2594,4,4922
1,109312.80000000002,0,3600,4,100,1,5412
2,104442,0,38180,23,1450,5,5029
1,131992,0,12504,16,0,0,5372
1,2278,0,0,0,0,0,5175
1,34086,0,19669,18,1500,3,5344
1,8740,0,1250,3,0,0,5395
1,109312.80000000002,0,40945,13,0,0,5379
1,26748,0,11981,14,0,0,5408
1,65969,0,2550,5,1050,3,5419
1,10009,0,0,0,0,0,5353
1,109312.80000000002,0,28904,9,2303,4,5408
1,40965,0,9850,11,1850,6,5429
2,57509,0,52449,19,150,1,5441
1,71503,0,7819,17,0,0,5080
1,110247,0,13690,16,0,0,5272
2,83572,0,48529.60000000001,27,1700,5,5231
1,106234,0,11160,26,0,0,5238
2,28205,0,48529.60000000001,16,0,0,5267
1,7239,0,15835,15,0,0,5343
1,63638,0,0,0,0,0,5155
1,31967,0,1600,4,350,2,5101
1,97752,0,3676,10,0,0,5309
1,8327,0,0,0,0,0,5268
1,10179,0,5321,15,0,0,4989
1,23786,0,16950,4,0,0,5364
1,33020,0,6155,25,1500,3,5322
1,35316,0,1250,4,500,1,5330
1,146086,0,6950,17,6950,17,5345
1,15352,0,1350,4,0,0,5359
1,13522,0,5000,1,0,0,5162
1,13949,0,0,0,0,0,5374
1,99405,0,14150,11,2150,9,5400
1,50016,0,13495,14,0,0,4548
1,23696,0,5577,10,0,0,5531
1,55384,0,0,0,0,0,5309
2,166465,0,48529.60000000001,30,0,0,5531
1,95207,0,30652,30,2348,8,5531
1,80431,0,2150,2,150,1,5531
1,49288,0,12538,19,600,2,5353
1,81291,0,10522,14,1430,1,5154
1,48877,0,11761,35,371,2,5371
2,164884,0,35226,18,1734,2,5283
1,29707,0,300,3,0,0,5275
1,26325,0,14559,20,1310,2,5521
1,28553,0,13844,5,0,0,5517
1,152421,0,17045,20,500,1,5510
1,17699,0,0,0,0,0,5505
1,70565,0,25261,15,750,2,5499
1,15450,0,50,1,50,1,5499
2,71736,0,53602,25,50,1,5485
1,37926,0,25153,7,0,0,5845
1,58628,0,22581,13,0,0,5471
1,31007,0,5700,6,1200,4,5465
1,11494,0,8425,15,4700,11,5487
1,27469,0,1,3,0,0,5461
1,44760,0,3105,6,100,2,5455
1,7210,0,2402,13,0,0,5449
1,92402,0,40825,14,0,0,5443
1,22831,0,4500,15,0,0,5442
2,59113,0,46808,32,0,0,5435
1,24608,0,48529.60000000001,21,0,0,5430
1,16103,0,10819,13,0,0,5427
1,51261,0,2000,4,2000,4,4904
1,24698,0,1329,5,500,1,4267
2,88177,0,53468,19,400,1,5080
1,74453,0,5500,3,0,0,5181
1,39601,0,4066,12,0,0,5434
1,1227,0,0,0,0,0,5786
1,138254,0,24100,9,0,0,5420
1,18046,0,162,4,0,0,5416
1,108395,0,8598,8,0,0,5416
1,21839,0,1375,4,0,0,5411
1,11542,0,49100,16,1500,3,5405
1,41648,0,32117,35,2200,5,5408
2,39908,0,45824,29,0,0,5394
1,14889,0,1500,2,0,0,5393
2,103796,0,48529.60000000001,26,250,1,5021
1,69323,0,5140,2,0,0,4786
1,21599,0,5561,13,0,0,5302
2,60936,0,56381,17,0,0,5051
1,148053,0,10250,2,250,1,5301
1,10702,0,200,2,200,2,5272
1,249,0,1000,1,0,0,5204
1,36290,0,8600,13,2600,9,5111
2,157416,0,48529.60000000001,16,0,0,5132
1,1511,0,2250,11,0,0,5051
2,184701,0,45629,13,500,1,4989
1,139298,0,0,0,0,0,4965
1,82380,0,2601,13,0,0,5071
1,115591,0,9500,20,2500,16,4967
1,107333,0,4374,5,1874,4,5063
2,109312.80000000002,0,43993,40,2150,7,5030
1,23023,0,0,0,0,0,5087
1,43403,0,3350,12,3350,12,3930
1,15719,0,5740,13,0,0,4974
1,128676,0,8500,3,0,0,5164
1,8836,0,4788,6,808,3,4544
2,94875,0,48529.60000000001,25,800,7,4736
1,27243,0,6785,12,0,0,4606
1,64969,0,1135,13,0,0,4996
1,6112,0,0,0,0,0,5072
1,71784,0,39276,20,0,0,4936
1,31484,0,3125,11,0,0,4117
1,17995,0,0,0,0,0,4994
1,40994,0,26916,15,500,1,5078
2,109312.80000000002,0,48529.60000000001,31,3000,11,4666
1,109312.80000000002,0,30347,19,0,0,4792
1,74777,0,20630,8,0,0,5384
1,109312.80000000002,0,24630,17,0,0,5240
1,22132,0,0,0,0,0,5150
1,83508,0,11268,13,2176,2,5069
1,88122,0,19408,13,0,0,5174
2,152284,0,48529.60000000001,38,1648,10,4996
1,4146,0,3750,9,0,0,5210
1,25272,0,0,0,0,0,5189
1,21855,0,200,3,0,0,5383
2,63454,0,49068,13,0,0,5383
1,24292,0,6558,10,0,0,5276
2,60168,0,44133,16,0,0,4313
1,9554,0,2710,3,0,0,5064
1,30130,0,9192,15,0,0,4993
1,12665,0,4125,24,0,0,4539
1,9860,0,99,1,99,1,5055
1,10069,0,200,1,0,0,4933
1,2224,0,0,0,0,0,5098
1,40576,0,0,0,0,0,5118
1,5667,0,5667,4,0,0,4937
1,59791,0,3254,7,0,0,4602
2,128664,0,44298,16,50,1,5155
1,126947,0,2350,2,350,1,5167
1,189235,0,20487,20,0,0,5282
1,38604,0,625,5,0,0,5184
1,73008,0,12930,18,0,0,5050
1,62942,0,4752,8,2121,6,5070
1,33057,0,5190,5,0,0,4828
1,42572,0,21809,14,100,1,5070
1,38671,0,2200,9,1000,5,5192
1,5320,0,2275,9,0,0,5084
1,109312.80000000002,0,24687,14,500,1,4924
1,46272,0,5720,10,800,3,5092
1,113758,0,12616,14,0,0,5199
1,105458,0,750,4,700,2,4924
1,39946,0,16951,14,0,0,5282
1,92859,0,33378,15,0,0,5185
2,25158,0,52278,17,0,0,5079
1,82270,0,24612,6,0,0,5270
1,97155,0,10004,3,0,0,5244
1,153197,0,14712,17,100,1,5189
1,55864,0,3691,6,500,1,5251
1,23890,0,35574,19,0,0,5031
1,46545,0,0,0,0,0,5066
1,7354,0,0,0,0,0,5050
1,45031,0,1000,1,0,0,5227
1,16125,0,23288,17,0,0,5210
1,200,0,200,1,200,1,5254
2,195754,0,48529.60000000001,40,2550,9,5202
1,54189,0,8940,17,0,0,4791
1,15439,0,490,3,0,0,5147
1,56308,0,2500,3,1000,2,4688
1,1000,0,0,0,0,0,4769
1,45412,0,1100,3,1100,3,5163
1,21582,0,10811,15,0,0,4695
1,16866,0,0,0,0,0,5072
1,86011,0,31769,18,0,0,5381
1,31786,0,2661,10,0,0,5380
1,16994,0,1550,3,1050,2,5379
1,5824,0,0,0,0,0,5401
1,17587,0,17587,7,0,0,5367
1,1000,0,0,0,0,0,5367
2,91670,0,48193,17,1000,2,5365
2,92800,0,48529.60000000001,23,350,1,5358
1,31134,0,20108,17,0,0,5352
1,57002,0,2570,13,0,0,5350
