,Total Revenue,clust,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges
2068,3954.96,0,0,36,24.66,22,84.9,3067.2,0.0,0,887.76
2069,43.41,2,0,1,23.16,0,20.25,20.25,0.0,0,23.16
2070,79.14999999999999,2,0,1,4.8,11,74.35,74.35,0.0,0,4.8
2071,119.88,2,0,1,47.83,12,62.05,62.05,0.0,10,47.83
2072,4575.25,0,1,39,35.7,9,80.0,3182.95,0.0,0,1392.3000000000002
2073,736.3499999999999,2,0,5,38.89,8,104.1,541.9,0.0,0,194.45
2074,196.89,2,0,2,17.22,30,76.5,162.45,0.0,0,34.44
2075,253.45,2,0,5,7.31,18,49.2,216.9,0.0,0,36.55
2076,585.21,2,0,11,30.91,0,23.15,245.2,0.0,0,340.01
2077,519.87,2,1,4,44.28,59,80.85,302.75,0.0,40,177.12
2078,83.73,2,0,1,23.63,85,60.1,60.1,0.0,0,23.63
2079,102.91,2,0,1,23.96,22,78.95,78.95,0.0,0,23.96
2080,111.44,2,0,2,6.47,21,45.15,98.5,0.0,0,12.94
2081,384.45000000000005,2,0,3,46.6,76,79.4,244.65,0.0,0,139.8
2082,2375.4,2,0,44,0.0,4,53.95,2375.4,0.0,0,0.0
2083,3510.39,2,0,24,44.96,28,99.3,2431.35,0.0,0,1079.04
2084,2181.56,2,0,18,38.87,7,80.65,1451.9,0.0,30,699.66
2085,81.28999999999999,2,0,1,10.19,9,71.1,71.1,0.0,0,10.19
2086,3027.8500000000004,2,1,53,37.85,0,20.8,1021.8,0.0,0,2006.0500000000002
2087,253.88,2,0,4,15.07,16,46.0,193.6,0.0,0,60.28
2088,853.8399999999999,2,0,9,24.81,69,66.25,620.55,0.0,10,223.29
2089,2261.98,2,0,22,12.19,23,90.0,1993.8,0.0,0,268.18
2090,3878.58,2,0,38,33.71,17,70.45,2597.6,0.0,0,1280.98
2091,2441.48,2,0,53,26.21,0,19.75,1052.35,0.0,0,1389.13
2092,85.11,2,0,1,31.16,11,53.95,53.95,0.0,0,31.16
2093,1518.8700000000001,2,0,16,12.92,12,81.0,1312.15,0.0,0,206.72
2094,80.88,2,1,1,11.08,13,69.8,69.8,0.0,0,11.08
2095,719.1,2,0,5,46.45,10,93.9,486.85,0.0,0,232.25
2096,4194.219999999999,2,1,31,38.67,13,91.15,2995.45,0.0,0,1198.77
2097,168.60999999999999,2,0,2,15.33,26,70.95,137.95,0.0,0,30.66
2098,5104.73,0,1,37,36.29,27,99.5,3762.0,0.0,0,1342.73
2099,4608.44,0,0,38,36.18,48,83.9,3233.6,0.0,0,1374.84
2100,1165.25,2,0,10,8.38,2,104.4,1081.45,0.0,0,83.80000000000001
2101,134.7,2,0,2,24.9,11,44.65,74.9,0.0,10,49.8
2102,58.9,2,0,3,0.0,27,25.25,58.9,0.0,0,0.0
2103,500.43,2,0,4,41.72,69,84.05,333.55,0.0,0,166.88
2104,118.81,2,0,1,44.11,69,74.7,74.7,0.0,0,44.11
2105,462.95,2,0,5,1.49,51,90.8,455.5,0.0,0,7.45
2106,3840.7,2,0,30,43.01,4,85.35,2530.4,0.0,20,1290.3
2107,35.75,2,0,1,0.0,2,35.75,35.75,0.0,0,0.0
2108,1865.68,2,1,17,19.19,22,89.4,1539.45,0.0,0,326.23
2109,103.50999999999999,2,0,3,15.12,0,19.8,58.15,0.0,0,45.36
2110,259.92,2,1,4,8.58,57,50.9,225.6,0.0,0,34.32
2111,477.33000000000004,2,0,4,21.62,59,81.0,340.85,0.0,50,86.48
2112,3559.7200000000003,2,0,26,40.17,27,98.35,2515.3,0.0,0,1044.42
2113,305.95,2,0,5,0.0,59,51.0,305.95,0.0,0,0.0
2114,452.64,2,1,4,21.81,14,91.65,365.4,0.0,0,87.24
2115,91.97999999999999,2,0,1,1.13,6,90.85,90.85,0.0,0,1.13
2116,107.93,2,0,1,38.53,20,69.4,69.4,0.0,0,38.53
2117,23.24,2,1,1,3.09,0,20.15,20.15,0.0,0,3.09
2118,2290.73,2,0,26,17.53,15,74.95,1834.95,0.0,0,455.78000000000003
2119,305.1,2,0,6,0.0,71,47.95,305.1,0.0,0,0.0
2120,166.57,2,0,3,3.64,25,63.6,155.65,0.0,0,10.92
2121,108.7,2,0,3,0.0,21,36.85,108.7,0.0,0,0.0
2122,48.510000000000005,2,0,1,4.41,30,44.1,44.1,0.0,0,4.41
2123,722.75,2,0,14,0.0,6,50.75,712.75,0.0,10,0.0
2124,7015.27,0,0,58,14.99,12,106.45,6145.85,0.0,0,869.42
2125,2383.3,2,0,18,35.7,26,96.05,1740.7,0.0,0,642.6
2126,685.88,2,0,7,18.99,23,75.1,552.95,0.0,0,132.92999999999998
2127,1158.2,2,0,19,4.3,23,55.0,1046.5,0.0,30,81.7
2128,934.74,2,1,11,9.14,19,74.35,834.2,0.0,0,100.54
2129,4505.740000000001,0,1,39,9.51,7,104.7,4134.85,0.0,0,370.89
2130,1509.6999999999998,2,0,15,40.66,8,55.7,899.8,0.0,0,609.9
2131,138.9,2,0,5,6.17,0,19.85,108.05,0.0,0,30.85
2132,86.22,2,0,1,15.92,11,70.3,70.3,0.0,0,15.92
2133,684.9300000000001,2,0,6,16.58,17,94.5,575.45,0.0,10,99.47999999999999
2134,210.77999999999997,2,0,2,29.04,21,79.65,152.7,0.0,0,58.08
2135,63.72,2,0,1,43.52,0,20.2,20.2,0.0,0,43.52
2136,8533.01,0,0,66,23.51,52,106.05,6981.35,0.0,0,1551.66
2137,4126.2,0,0,36,13.35,7,99.15,3615.6,0.0,30,480.59999999999997
2138,2184.35,2,3,39,0.0,13,55.9,2184.35,0.0,0,0.0
2139,2120.81,2,0,21,12.76,48,82.35,1852.85,0.0,0,267.96
2140,77.15,2,0,2,0.0,8,40.4,77.15,0.0,0,0.0
2141,454.54,2,0,4,29.11,9,75.35,338.1,0.0,0,116.44
2142,3923.45,2,0,35,25.51,16,85.15,3030.6,0.0,0,892.85
2143,3785.16,0,5,33,20.02,27,93.8,3124.5,0.0,0,660.66
2144,2073.45,2,0,45,25.4,0,20.4,930.45,0.0,0,1143.0
2145,208.7,2,0,6,0.0,14,30.5,208.7,0.0,0,0.0
2146,585.01,2,0,11,33.06,0,20.1,221.35,0.0,0,363.66
2147,101.36,2,0,1,26.06,3,75.3,75.3,0.0,0,26.06
2148,502.39,2,0,7,48.22,0,20.05,164.85,0.0,0,337.53999999999996
2149,100.03,2,0,1,29.63,15,70.4,70.4,0.0,0,29.63
2150,584.28,2,4,7,36.14,85,49.75,331.3,0.0,0,252.98000000000002
2151,1361.27,2,1,11,25.67,18,94.0,1078.9,0.0,0,282.37
2152,9322.369999999999,0,0,67,22.66,27,118.35,7804.15,0.0,0,1518.22
2153,226.45,2,0,8,0.0,4,30.45,226.45,0.0,0,0.0
2154,4858.660000000001,0,4,44,11.24,59,96.1,4364.1,0.0,0,494.56
2155,1826.97,2,1,17,4.91,15,104.2,1743.5,0.0,0,83.47
2156,896.1600000000001,2,0,9,20.34,7,80.8,713.1,0.0,0,183.06
2157,811.1700000000001,2,0,7,39.21,42,80.3,526.7,0.0,10,274.47
2158,298.27,2,0,3,35.64,6,69.35,191.35,0.0,0,106.92
2159,2872.26,2,0,22,39.58,12,89.4,2001.5,0.0,0,870.76
2160,3184.25,2,1,53,0.0,13,60.45,3184.25,0.0,0,0.0
2161,996.95,2,1,8,29.0,30,84.9,764.95,0.0,0,232.0
2162,162.4,2,1,2,8.5,59,73.55,145.4,0.0,0,17.0
2163,247.05,2,1,8,11.35,0,20.15,156.25,0.0,0,90.8
2164,1604.5,2,1,48,0.0,22,34.7,1604.5,0.0,0,0.0
2165,977.9399999999999,2,1,8,16.88,6,101.15,842.9,0.0,0,135.04
2166,1872.25,2,0,20,5.54,59,88.7,1761.45,0.0,0,110.8
2167,181.14,2,0,2,8.32,16,79.75,164.5,0.0,0,16.64
2168,3024.0299999999997,2,0,27,11.09,6,94.55,2724.6,0.0,0,299.43
2169,7532.93,0,1,52,46.59,26,96.25,4990.25,0.0,120,2422.6800000000003
2170,8630.710000000001,0,0,69,20.44,3,104.7,7220.35,0.0,0,1410.3600000000001
2171,2462.3999999999996,0,0,40,8.08,76,55.25,2139.2,0.0,0,323.2
2172,528.1999999999999,2,0,6,1.15,3,90.1,521.3,0.0,0,6.8999999999999995
2173,773.3299999999999,2,0,11,15.03,13,53.75,608.0,0.0,0,165.32999999999998
2174,593.2,2,0,6,2.6,22,89.3,577.6,0.0,0,15.600000000000001
2175,382.63,2,5,3,23.26,42,95.2,292.85,0.0,20,69.78
2176,993.18,2,1,8,47.91,23,74.5,609.9,0.0,0,383.28
2177,102.13000000000001,2,0,1,22.48,5,79.65,79.65,0.0,0,22.48
2178,119.84,2,1,1,39.79,7,80.05,80.05,0.0,0,39.79
2179,2814.35,2,1,29,4.0,48,89.2,2698.35,0.0,0,116.0
2180,1863.46,2,1,19,14.09,25,83.65,1465.75,0.0,130,267.71
2181,336.5,2,1,6,31.7,0,19.5,146.3,0.0,0,190.2
2182,57.69,2,0,1,6.44,4,51.25,51.25,0.0,0,6.44
2183,57.33,2,0,1,11.73,24,45.6,45.6,0.0,0,11.73
2184,560.69,2,0,6,48.89,22,49.65,267.35,0.0,0,293.34000000000003
2185,755.1500000000001,2,1,15,31.14,0,20.0,288.05,0.0,0,467.1
2186,853.0,2,1,25,0.0,82,34.0,853.0,0.0,0,0.0
2187,1454.59,2,1,13,17.83,10,88.35,1222.8,0.0,0,231.78999999999996
2188,5609.25,0,1,49,6.45,10,107.95,5293.2,0.0,0,316.05
2189,2466.1899999999996,0,0,37,3.27,71,64.75,2345.2,0.0,0,120.99
2190,2497.54,2,0,26,6.24,25,89.8,2335.3,0.0,0,162.24
2191,1532.8700000000001,2,0,12,34.81,16,95.5,1115.15,0.0,0,417.72
2192,638.15,2,3,5,36.88,8,84.5,453.75,0.0,0,184.4
2193,2111.87,2,0,18,28.59,26,90.7,1597.25,0.0,0,514.62
2194,7986.43,0,0,54,43.47,82,103.95,5639.05,0.0,0,2347.38
2195,855.9499999999999,2,0,10,5.63,26,74.75,799.65,0.0,0,56.3
2196,73.62,2,0,1,22.82,27,50.8,50.8,0.0,0,22.82
2197,232.61,2,0,2,39.03,30,80.25,144.55,0.0,10,78.06
2198,3170.1899999999996,2,1,32,22.57,11,78.9,2447.95,0.0,0,722.24
2199,4633.07,0,0,36,43.97,42,84.75,3050.15,0.0,0,1582.92
2200,5388.04,0,0,53,16.43,29,85.45,4517.25,0.0,0,870.79
2201,65.67,2,4,1,45.77,0,19.9,19.9,0.0,0,45.77
2202,97.72,2,0,1,27.12,23,70.6,70.6,0.0,0,27.12
2203,500.6,2,0,5,20.2,23,81.0,389.6,0.0,10,101.0
2204,759.4200000000001,2,0,6,39.32,12,84.85,523.5,0.0,0,235.92000000000002
2205,8453.82,0,0,64,24.23,73,105.65,6903.1,0.0,0,1550.72
2206,1171.72,2,0,13,12.54,20,80.85,1008.7,0.0,0,163.01999999999998
2207,1091.69,2,3,9,26.51,18,89.45,853.1,0.0,0,238.59
2208,1211.75,2,0,10,33.75,11,72.15,794.25,0.0,80,337.5
2209,244.08,2,0,2,41.64,25,76.4,160.8,0.0,0,83.28
2210,914.32,2,0,9,19.18,27,79.9,741.7,0.0,0,172.62
2211,7746.65,0,1,70,42.67,24,65.3,4759.75,0.0,0,2986.9
2212,36.9,2,0,1,17.25,0,19.65,19.65,0.0,0,17.25
2213,146.95000000000002,2,0,1,22.3,51,84.65,84.65,0.0,40,22.3
2214,347.25,2,0,13,0.0,16,31.05,347.25,0.0,0,0.0
2215,595.48,2,0,7,34.49,22,51.0,354.05,0.0,0,241.43
2216,84.77000000000001,2,0,1,40.42,59,44.35,44.35,0.0,0,40.42
2217,788.49,2,0,7,28.92,16,79.7,586.05,0.0,0,202.44
2218,3454.4500000000003,2,0,54,6.7,16,55.0,3092.65,0.0,0,361.8
2219,3504.61,2,3,33,33.32,4,73.9,2405.05,0.0,0,1099.56
2220,5525.7,0,5,55,19.41,4,77.75,4458.15,0.0,0,1067.55
2221,926.88,2,0,8,32.31,6,84.95,668.4,0.0,0,258.48
2222,1420.59,2,0,11,44.94,25,73.85,926.25,0.0,0,494.34
2223,2591.25,2,2,49,0.0,5,51.8,2541.25,0.0,50,0.0
2224,341.15,2,0,5,23.89,14,46.0,221.7,0.0,0,119.45
2225,241.01999999999998,2,0,4,9.98,13,51.75,201.1,0.0,0,39.92
2226,3784.2,2,1,30,28.85,6,94.4,2838.7,0.0,80,865.5
2227,72.39,2,0,1,2.24,6,70.15,70.15,0.0,0,2.24
2228,296.1,2,0,9,0.0,9,34.7,296.1,0.0,0,0.0
2229,103.96,2,0,1,22.86,24,81.1,81.1,0.0,0,22.86
2230,58.47,2,1,1,37.92,0,20.55,20.55,0.0,0,37.92
2231,8943.43,0,0,61,41.23,28,106.6,6428.4,0.0,0,2515.0299999999997
2232,9202.189999999999,0,7,59,49.31,21,106.75,6252.9,0.0,40,2909.29
2233,288.9,2,0,3,16.15,13,89.45,240.45,0.0,0,48.449999999999996
2234,405.84000000000003,2,0,3,30.18,7,97.9,315.3,0.0,0,90.53999999999999
2235,103.92,2,0,1,48.22,22,55.7,55.7,0.0,0,48.22
2236,1374.89,2,0,13,30.88,3,79.8,973.45,0.0,0,401.44
2237,669.85,2,1,18,0.0,30,39.05,669.85,0.0,0,0.0
2238,55.14,2,0,1,1.59,14,53.55,53.55,0.0,0,1.59
2239,6962.650000000001,0,1,70,5.48,14,93.9,6579.05,0.0,0,383.6
2240,9465.56,0,1,68,23.67,22,113.15,7856.0,0.0,0,1609.5600000000002
2241,1023.4,2,3,11,11.5,27,80.5,896.9,0.0,0,126.5
2242,68.5,2,0,1,49.2,0,19.3,19.3,0.0,0,49.2
2243,93.83000000000001,2,0,1,4.18,8,49.65,49.65,0.0,40,4.18
2244,4539.35,2,0,46,45.2,17,54.35,2460.15,0.0,0,2079.2000000000003
2245,567.21,2,0,4,49.14,15,88.45,370.65,0.0,0,196.56
2246,1047.83,2,1,9,17.47,6,94.85,890.6,0.0,0,157.23
2247,777.44,2,9,7,35.42,3,69.95,529.5,0.0,0,247.94
2248,55.14,2,0,1,6.54,52,48.6,48.6,0.0,0,6.54
2249,3020.12,0,1,29,26.03,47,80.15,2265.25,0.0,0,754.87
2250,363.13,2,0,3,47.51,85,75.5,220.6,0.0,0,142.53
2251,31.18,2,0,1,10.98,0,20.2,20.2,0.0,0,10.98
2252,335.03999999999996,2,1,3,35.18,13,74.75,229.5,0.0,0,105.53999999999999
2253,2844.54,2,0,23,16.28,2,104.05,2470.1,0.0,0,374.44000000000005
2254,1465.76,2,0,13,17.02,41,96.65,1244.5,0.0,0,221.26
2255,5349.3099999999995,0,0,39,34.74,28,103.45,3994.45,0.0,0,1354.8600000000001
2256,27.39,2,1,1,7.49,0,19.9,19.9,0.0,0,7.49
2257,667.7,2,1,14,0.0,12,46.35,667.7,0.0,0,0.0
2258,37.56,2,0,1,17.61,0,19.95,19.95,0.0,0,17.61
2259,98.91999999999999,2,0,1,19.32,22,79.6,79.6,0.0,0,19.32
2260,120.46000000000001,2,0,1,44.56,27,75.9,75.9,0.0,0,44.56
2261,161.35,2,1,1,35.15,14,76.2,76.2,0.0,50,35.15
2262,32.06,2,0,1,12.81,0,19.25,19.25,0.0,0,12.81
2263,4039.06,2,1,42,10.73,22,84.3,3588.4,0.0,0,450.66
2264,705.58,2,0,7,26.09,2,79.0,522.95,0.0,0,182.63
2265,93.25,2,0,1,23.0,59,70.25,70.25,0.0,0,23.0
2266,720.3199999999999,2,1,17,18.26,0,24.1,409.9,0.0,0,310.42
2267,113.47999999999999,2,0,1,43.48,16,60.0,60.0,0.0,10,43.48
2268,847.73,2,0,8,24.76,2,86.55,649.65,0.0,0,198.08
2269,2011.4,2,0,39,0.0,4,50.75,2011.4,0.0,0,0.0
2270,1751.98,2,1,22,27.24,21,54.2,1152.7,0.0,0,599.28
2271,10756.150000000001,0,1,70,41.88,59,109.5,7674.55,0.0,150,2931.6000000000004
2272,3053.6,2,1,21,42.65,3,104.4,2157.95,0.0,0,895.65
2273,84.75,2,0,1,9.05,21,75.7,75.7,0.0,0,9.05
2274,424.42,2,4,4,9.98,51,97.95,384.5,0.0,0,39.92
2275,4318.9800000000005,0,0,32,27.69,73,108.15,3432.9,0.0,0,886.08
2276,511.45000000000005,2,0,6,6.4,26,80.5,463.05,0.0,10,38.400000000000006
2277,106.63,2,0,1,35.28,51,71.35,71.35,0.0,0,35.28
2278,1244.02,2,0,13,8.59,15,89.4,1132.35,0.0,0,111.67
2279,67.86,2,0,1,47.26,0,20.6,20.6,0.0,0,47.26
2280,1973.36,2,0,19,2.19,18,99.95,1931.75,0.0,0,41.61
2281,1313.05,2,0,10,49.5,19,81.0,818.05,0.0,0,495.0
2282,112.24000000000001,2,0,1,42.09,9,70.15,70.15,0.0,0,42.09
2283,3867.5699999999997,0,0,39,4.48,71,95.55,3692.85,0.0,0,174.72000000000003
2284,4076.02,0,0,36,27.72,24,87.55,3078.1,0.0,0,997.92
2285,647.25,2,0,5,34.49,46,85.2,474.8,0.0,0,172.45000000000002
2286,446.1,2,0,13,0.0,53,35.1,446.1,0.0,0,0.0
2287,541.85,2,0,5,25.11,26,81.3,416.3,0.0,0,125.55
2288,95.47,2,0,2,29.81,0,19.6,35.85,0.0,0,59.62
2289,2263.52,2,1,17,47.76,26,85.45,1451.6,0.0,0,811.92
2290,89.84,2,1,1,18.84,19,71.0,71.0,0.0,0,18.84
2291,51.54,2,0,1,7.14,52,44.4,44.4,0.0,0,7.14
2292,102.97999999999999,2,2,1,23.63,52,79.35,79.35,0.0,0,23.63
2293,821.81,2,0,9,1.34,9,90.8,809.75,0.0,0,12.06
2294,1800.75,2,1,20,16.49,8,70.45,1470.95,0.0,0,329.79999999999995
2295,271.90000000000003,2,0,3,5.2,23,75.8,246.3,0.0,10,15.600000000000001
2296,1765.1200000000001,2,7,17,17.91,9,88.25,1460.65,0.0,0,304.47
2297,228.57,2,0,2,37.76,10,70.0,153.05,0.0,0,75.52
2298,2309.76,2,0,21,9.06,10,97.35,2119.5,0.0,0,190.26000000000002
2299,335.25,2,1,5,40.05,0,25.9,135.0,0.0,0,200.25
2300,1676.31,2,0,24,8.99,5,55.65,1400.55,0.0,60,215.76
2301,118.89000000000001,2,0,1,49.24,8,69.65,69.65,0.0,0,49.24
2302,1512.3000000000002,2,0,10,45.21,3,100.6,1060.2,0.0,0,452.1
2303,7364.9,0,0,53,29.8,4,106.95,5785.5,0.0,0,1579.4
2304,79.45,2,0,3,0.0,3,29.6,79.45,0.0,0,0.0
2305,7215.370000000001,0,2,49,49.63,9,95.6,4783.5,0.0,0,2431.8700000000003
2306,470.6,2,0,11,0.0,5,41.6,470.6,0.0,0,0.0
2307,5375.4,0,0,45,14.12,3,100.85,4740.0,0.0,0,635.4
2308,1448.8,2,1,37,0.0,23,40.2,1448.8,0.0,0,0.0
2309,6195.25,0,1,49,39.6,20,84.5,4254.85,0.0,0,1940.4
2310,31.45,2,0,1,11.25,0,20.2,20.2,0.0,0,11.25
2311,694.9000000000001,2,1,5,39.36,24,94.45,498.1,0.0,0,196.8
2312,452.2,2,1,9,0.0,10,48.75,442.2,0.0,10,0.0
2313,120.91999999999999,2,0,1,36.07,41,84.85,84.85,0.0,0,36.07
2314,750.49,2,0,12,7.97,10,56.65,654.85,0.0,0,95.64
2315,3402.05,2,0,42,5.75,53,73.9,3160.55,0.0,0,241.5
2316,1870.48,3,1,33,35.31,0,24.5,740.3,35.05,0,1165.23
2317,2961.9500000000003,1,0,31,6.33,11,89.9,2806.9,41.18,0,196.23
2318,5702.89,1,1,42,34.65,9,99.45,4138.05,30.46,140,1455.3
2319,1335.0,1,0,12,42.58,22,74.05,872.65,48.61,0,510.96
2320,717.39,1,1,7,19.23,52,89.75,608.8,26.02,0,134.61
2321,1398.92,1,1,14,21.3,42,85.15,1139.2,38.48,0,298.2
2322,1950.29,2,0,16,20.44,59,94.25,1483.25,0.0,140,327.04
2323,6378.370000000001,0,1,65,26.75,51,72.45,4653.85,14.23,0,1738.75
2324,5765.92,1,0,42,33.46,52,105.2,4400.75,40.15,0,1405.32
2325,462.84000000000003,1,3,6,8.59,28,82.85,460.25,48.95,0,51.54
2326,414.76,1,1,5,7.0,23,83.6,404.2,24.44,0,35.0
2327,8645.19,0,0,68,21.74,73,108.45,7176.55,9.68,0,1478.32
2328,347.78,2,1,3,31.61,20,91.5,242.95,0.0,10,94.83
2329,1061.85,1,3,12,18.26,18,80.85,866.45,23.72,0,219.12
2330,2055.91,1,0,43,0.0,12,49.05,2076.2,20.29,0,0.0
2331,8849.96,3,1,70,16.78,48,114.2,7723.9,48.54,0,1174.6000000000001
2332,96.75,2,0,1,26.0,8,70.75,70.75,0.0,0,26.0
2333,130.75,2,0,3,0.0,26,40.15,130.75,0.0,0,0.0
2334,4335.3,0,3,36,24.51,27,97.35,3457.9,4.96,0,882.36
2335,45.3,2,0,1,0.0,18,45.3,45.3,0.0,0,0.0
2336,230.2,2,0,2,26.05,2,94.95,178.1,0.0,0,52.1
2337,524.3100000000001,1,0,12,5.16,16,44.55,480.6,18.21,0,61.92
2338,23.45,2,3,1,0.0,21,23.45,23.45,0.0,0,0.0
2339,29.7,2,0,1,0.0,69,29.7,29.7,0.0,0,0.0
2340,6584.469999999999,0,4,59,9.23,48,101.1,6039.9,0.0,0,544.57
2341,218.98000000000002,2,0,3,22.56,3,50.65,151.3,0.0,0,67.67999999999999
2342,68.41,2,0,1,13.01,4,55.4,55.4,0.0,0,13.01
2343,7667.0599999999995,0,0,52,33.69,52,111.25,5916.45,1.27,0,1751.8799999999999
2344,124.00999999999999,2,0,2,5.33,52,55.1,113.35,0.0,0,10.66
2345,1756.15,2,1,13,30.55,28,102.25,1359.0,0.0,0,397.15000000000003
2346,368.44,1,0,5,24.32,22,53.85,259.8,22.96,10,121.6
2347,2628.34,1,2,42,10.79,41,50.25,2203.65,28.49,0,453.17999999999995
2348,3560.05,1,0,25,48.42,8,99.5,2369.05,19.5,0,1210.5
2349,884.8799999999999,2,0,9,24.52,9,71.0,672.55,8.35,0,220.68
2350,2190.16,1,0,16,40.76,7,93.2,1573.7,35.7,0,652.16
2351,284.85,2,0,5,31.76,0,19.35,126.05,0.0,0,158.8
2352,160.57999999999998,2,0,3,32.01,0,19.85,64.55,0.0,0,96.03
2353,3342.0699999999997,1,4,31,3.73,13,104.2,3243.45,17.01,0,115.63
2354,99.23,2,0,1,19.98,5,79.25,79.25,0.0,0,19.98
2355,86.68,2,0,1,41.78,59,44.9,44.9,0.0,0,41.78
2356,845.26,1,1,10,22.03,19,70.1,659.65,34.69,0,220.3
2357,118.5,2,0,4,0.0,48,29.65,118.5,0.0,0,0.0
2358,5478.4400000000005,0,0,43,49.13,25,77.85,3365.85,0.0,0,2112.59
2359,435.9,2,0,4,40.15,19,54.3,195.3,0.0,80,160.6
2360,6164.8099999999995,0,1,47,19.02,17,110.85,5275.8,4.93,0,893.9399999999999
2361,116.27000000000001,2,0,1,35.77,69,80.5,80.5,0.0,0,35.77
2362,425.47,2,0,4,29.98,71,72.2,305.55,0.0,0,119.92
2363,1657.3600000000001,3,0,17,46.6,2,51.5,900.5,35.34,0,792.2
2364,2055.58,1,1,21,17.57,14,77.5,1625.0,18.39,80,368.97
2365,4698.969999999999,1,1,42,18.26,29,95.25,3959.35,27.3,0,766.9200000000001
2366,432.39,1,1,5,1.12,22,85.75,470.95,44.16,0,5.6000000000000005
2367,569.55,2,1,7,8.95,73,69.0,506.9,0.0,0,62.64999999999999
2368,149.73,2,0,2,29.69,52,46.05,80.35,0.0,10,59.38
2369,655.0,2,0,5,28.2,29,100.5,514.0,0.0,0,141.0
2370,97.53,2,0,1,27.58,16,69.95,69.95,0.0,0,27.58
2371,101.28999999999999,2,0,1,7.99,30,93.3,93.3,0.0,0,7.99
2372,301.42,2,0,3,40.79,29,49.15,169.05,0.0,10,122.37
2373,35.05,2,0,1,0.0,22,35.05,35.05,0.0,0,0.0
2374,87.47,2,0,1,17.37,25,70.1,70.1,0.0,0,17.37
2375,97.26,2,0,2,32.03,0,20.35,33.2,0.0,0,64.06
2376,397.57,2,0,3,33.39,59,99.0,287.4,0.0,10,100.17
2377,2626.0,2,0,26,14.3,20,83.95,2254.2,0.0,0,371.8
2378,10022.26,0,0,67,33.88,71,116.2,7752.3,0.0,0,2269.96
2379,9462.27,0,2,71,40.52,17,93.7,6585.35,0.0,0,2876.92
2380,21.61,2,0,1,1.91,0,19.7,19.7,0.0,0,1.91
2381,589.75,2,0,5,35.22,58,75.55,413.65,0.0,0,176.1
2382,920.0699999999999,2,0,9,22.88,23,77.65,714.15,0.0,0,205.92
2383,8342.32,0,0,54,49.98,26,105.4,5643.4,0.0,0,2698.9199999999996
2384,272.56,2,0,2,37.43,18,95.85,197.7,0.0,0,74.86
2385,103.63000000000001,2,0,1,24.48,24,79.15,79.15,0.0,0,24.48
2386,1116.65,2,1,30,15.36,0,19.65,655.85,0.0,0,460.79999999999995
2387,413.42999999999995,2,0,4,27.57,27,79.0,303.15,0.0,0,110.28
2388,2287.6000000000004,2,1,17,41.95,51,91.85,1574.45,0.0,0,713.1500000000001
2389,89.5,2,0,1,39.6,17,49.9,49.9,0.0,0,39.6
2390,1412.9,1,0,13,6.78,26,100.35,1358.85,34.09,0,88.14
2391,6741.4400000000005,1,1,50,34.14,69,103.7,5071.05,36.61,0,1707.0
2392,8957.33,3,5,65,49.33,16,89.75,5769.6,18.72,0,3206.45
2393,46.67,2,0,1,26.37,0,20.3,20.3,0.0,0,26.37
2394,4607.62,1,0,45,14.12,24,89.3,4016.85,44.63,0,635.4
2395,113.96,2,0,1,39.66,8,74.3,74.3,0.0,0,39.66
2396,44.65,2,0,1,0.0,19,44.65,44.65,0.0,0,0.0
2397,1460.29,1,5,13,29.92,21,84.05,1095.3,23.97,0,388.96000000000004
2398,971.0799999999999,1,0,10,17.07,3,80.7,788.8,38.42,50,170.7
2399,467.71,2,0,4,26.16,85,101.7,364.55,1.48,0,104.64
2400,42.519999999999996,2,0,1,22.12,0,20.4,20.4,0.0,0,22.12
2401,6056.65,0,1,41,45.03,10,102.6,4213.35,2.93,0,1846.23
2402,11084.84,0,3,71,47.34,12,106.0,7723.7,0.0,0,3361.1400000000003
2403,232.77,2,0,3,26.04,16,55.1,154.65,0.0,0,78.12
2404,9203.52,0,0,69,26.88,11,106.5,7348.8,0.0,0,1854.72
2405,4525.9400000000005,2,1,32,46.92,9,91.05,2954.5,0.0,70,1501.44
2406,3937.45,2,1,72,0.0,15,54.2,3937.45,0.0,0,0.0
2407,654.56,2,0,6,39.36,5,69.25,418.4,0.0,0,236.16
2408,90.08,2,0,1,39.58,28,50.5,50.5,0.0,0,39.58
2409,2795.71,2,0,31,6.71,3,79.45,2587.7,0.0,0,208.01
2410,8645.720000000001,0,0,58,41.14,25,104.65,6219.6,0.0,40,2386.12
2411,6286.629999999999,0,0,44,42.92,23,100.55,4398.15,0.0,0,1888.48
2412,200.82000000000002,2,0,2,16.76,27,95.65,167.3,0.0,0,33.52
2413,112.74000000000001,2,0,1,18.34,6,94.4,94.4,0.0,0,18.34
2414,87.74000000000001,2,0,1,32.74,26,55.0,55.0,0.0,0,32.74
2415,111.83,2,0,1,10.38,7,101.45,101.45,0.0,0,10.38
2416,444.8,2,1,5,14.9,4,67.95,350.3,0.0,20,74.5
2417,77.81,2,0,1,8.31,27,69.5,69.5,0.0,0,8.31
2418,59.34,2,0,1,40.49,0,18.85,18.85,0.0,0,40.49
2419,92.92,2,0,1,23.72,19,69.2,69.2,0.0,0,23.72
